Year,GeoFIPS,Net_earnings_by_place_of_residence,Percapita_personal_income,Population,Wage_and_salary_employment,Earnings_per_job_avg,Personal_income,Total_employment
2012-01-01,37025,4715710,37167,184127,67666,40441,6843384,86966
2012-01-01,37011,262292,29559,17576,7057,33214,519536,9578
2012-01-01,46123,150016,44163,5517,2371,40410,243648,3824
2012-01-01,17000,390834931,46044,12884119,5922889,58410,593239141,7434661
2012-01-01,20157,128202,42650,4825,2216,38499,205786,3419
2012-01-01,31029,170124,61276,4014,1949,63253,245961,2922
2012-01-01,36069,3091539,43096,108600,52745,46525,4680172,64983
2012-01-01,37153,690111,29608,46358,14768,38844,1372579,18030
2012-01-01,06113,6057470,44330,204623,100343,62662,9070848,121293
2012-01-01,19129,444076,50056,14873,4383,47769,744486,6341
2012-01-01,42127,1050917,35839,52231,16173,41544,1871902,22860
2012-01-01,12115,7172273,49640,386465,148556,40066,19184167,209255
2012-01-01,31177,631968,48753,19948,8887,50787,972517,11770
2012-01-01,38017,5291232,50351,157405,113223,49460,7925488,133957
2012-01-01,01029,267704,30199,14889,2652,35419,449635,4183
2012-01-01,49011,8451417,37611,315933,117227,44064,11882557,158317
2012-01-01,40031,2863697,36304,126591,56610,51284,4595804,65663
2012-01-01,48105,64796,33347,3706,1542,32294,123585,2433
2012-01-01,49000,68626660,36139,2853467,1303995,44819,103120617,1706060
2012-01-01,91000,536342937,55763,14589870,7173490,63125,813572108,9112599
2012-01-01,48371,307353,30373,15571,6335,44544,472940,8048
2012-01-01,31127,192153,44203,7150,3346,54216,316053,4543
2012-01-01,22093,632077,41257,21632,8475,69222,892468,10604
2012-01-01,01035,161539,27290,13044,3585,35188,355977,4881
2012-01-01,29003,436222,38132,17313,2679,29315,660175,4974
2012-01-01,38103,181451,66394,4235,1952,62039,281177,3112
2012-01-01,01087,272162,26994,20611,5605,37713,556365,7843
2012-01-01,13103,1363521,34786,53336,9986,37639,1855350,14461
2012-01-01,08073,78446,27771,5441,2277,34056,151103,3392
2012-01-01,51167,462106,30393,28403,7701,38898,863239,10213
2012-01-01,38059,942992,48507,28081,11191,47409,1362117,15801
2012-01-01,48047,115783,32446,7199,2838,41098,233576,3760
2012-01-01,05089,178628,25442,16622,3906,27255,422895,6020
2012-01-01,56005,2081318,55738,47855,29747,70954,2667339,36951
2012-01-01,18071,1057218,37368,42984,19828,44459,1606239,24011
2012-01-01,30031,2453386,42487,92565,48299,39491,3932785,68562
2012-01-01,54041,340501,35430,16452,7982,47977,582895,10173
2012-01-01,54109,363988,28874,23207,5578,48369,670089,6579
2012-01-01,29223,138618,25547,13395,2995,25194,342203,4496
2012-01-01,21033,208530,29772,12993,4342,34220,386824,5911
2012-01-01,21045,203357,25900,16028,3856,27479,415122,5984
2012-01-01,35057,226458,26420,16153,3522,35475,426769,5277
2012-01-01,05095,118578,30814,7853,2551,36036,241981,3547
2012-01-01,21009,794711,31763,42620,18103,35651,1353759,24560
2012-01-01,50003,867047,44423,36614,18517,40841,1626520,24724
2012-01-01,09009,26725513,48088,864589,382418,56830,41576477,487938
2012-01-01,27165,291527,41576,11118,4384,43181,462238,6142
2012-01-01,21079,293252,29033,17012,2375,24090,493909,4874
2012-01-01,18083,840734,38158,37975,18822,44111,1449058,22299
2012-01-01,20085,295531,35573,13401,4304,29257,476708,6550
2012-01-01,29209,430082,29016,31892,6699,24718,925377,11091
2012-01-01,27005,785108,40818,32988,14405,38331,1346507,20361
2012-01-01,21207,283300,30174,17641,6665,36754,532300,9245
2012-01-01,02188,183361,40226,7707,2978,76892,310021,3257
2012-01-01,27031,122004,45882,5180,2828,33404,237668,4216
2012-01-01,05093,718758,28247,45550,20605,44729,1286661,23921
2012-01-01,08101,2786157,31654,160810,60584,41549,5090276,75114
2012-01-01,37155,1810059,26108,135460,41261,35782,3536585,53424
2012-01-01,35055,470599,31475,32766,10927,29822,1031306,17117
2012-01-01,42071,14144383,41081,526869,236334,47782,21644309,305697
2012-01-01,20067,269007,44326,7839,3503,61633,347468,4761
2012-01-01,31027,255785,46022,8697,2992,43783,400254,5064
2012-01-01,51179,4847350,49274,133375,43373,53811,6571966,55593
2012-01-01,55003,301849,34309,15839,8606,42258,543414,10835
2012-01-01,48295,121138,54684,3447,1397,49060,188495,2389
2012-01-01,20051,882271,45870,29086,17284,40206,1334166,24919
2012-01-01,25007,670942,71663,16829,8553,49856,1206020,14909
2012-01-01,46017,27347,26406,2016,590,50884,53234,726
2012-01-01,49033,34296,28454,2258,701,23329,64250,1310
2012-01-01,19003,119655,48718,3909,1382,48430,190440,2221
2012-01-01,48369,317467,41465,10189,5157,59607,422483,6372
2012-01-01,31085,44539,63240,919,246,74996,58118,530
2012-01-01,48317,146561,46126,4981,1809,42874,229752,2958
2012-01-01,31079,1400847,37503,60094,36769,42226,2253735,43602
2012-01-01,38093,678400,50206,20974,11413,50877,1053026,14763
2012-01-01,51111,170408,27740,12639,2781,33977,350606,3772
2012-01-01,12065,263223,34006,14216,2686,30833,483423,4779
2012-01-01,31117,12689,39670,509,103,36524,20192,269
2012-01-01,33003,1218898,46916,47693,21205,39607,2237556,30632
2012-01-01,51067,1092227,34425,56294,14521,33514,1937917,21482
2012-01-01,32023,660134,30573,43588,11149,47995,1332607,15041
2012-01-01,01037,154000,25862,11347,1551,31605,293456,2378
2012-01-01,04009,537885,26708,37024,9364,43373,988830,11736
2012-01-01,53077,5071319,35843,246207,105043,45394,8824822,124847
2012-01-01,51550,6989502,44268,228075,102009,44618,10096319,122642
2012-01-01,49035,29668811,41137,1064021,625687,52245,43770395,776002
2012-01-01,39107,1124785,40704,40700,18925,43977,1656636,24735
2012-01-01,28147,209370,27005,15077,3015,29054,407155,4969
2012-01-01,13117,7587624,50954,186825,63907,51962,9519396,86532
2012-01-01,42133,12087313,41991,437449,181783,48046,18368933,225936
2012-01-01,13073,3938627,42468,132560,32383,36755,5629518,46674
2012-01-01,01017,534656,29339,34104,8890,30912,1000567,12254
2012-01-01,48287,412560,39366,16504,7124,40373,649696,10953
2012-01-01,20115,257609,34853,12374,4026,31104,431275,6618
2012-01-01,13153,3380747,36985,145930,64260,51742,5397157,77798
2012-01-01,30053,238183,28785,19484,5636,31306,560854,8684
2012-01-01,20165,89509,45695,3209,1340,35578,146636,2427
2012-01-01,29061,146005,30807,8301,1763,27165,255733,4063
2012-01-01,48395,317475,35384,16454,4175,31005,582206,7731
2012-01-01,40079,846076,29877,50083,14479,38600,1496346,20113
2012-01-01,08015,289516,34187,18153,7038,29711,620603,10907
2012-01-01,19005,334269,38814,14147,5368,37172,549100,8127
2012-01-01,29073,254963,33086,14913,5334,27721,493414,8357
2012-01-01,39000,301795961,40634,11548369,5316428,50944,469260760,6605931
2012-01-01,45051,4455477,30659,281217,119830,33159,8621837,155954
2012-01-01,19175,275686,35800,12584,6939,39999,450510,8872
2012-01-01,45043,1079351,37789,60258,23272,38333,2277076,30689
2012-01-01,18127,5124305,43875,165713,61122,47439,7270709,76032
2012-01-01,13089,18592226,39370,710515,294453,48791,27973150,407275
2012-01-01,39043,3263145,58135,76429,38146,74884,4443169,46504
2012-01-01,30077,107282,30623,7081,2597,34185,216843,3779
2012-01-01,42129,9889627,43955,362885,142334,45237,15950458,179897
2012-01-01,19123,522078,37038,22399,8531,42488,829622,11515
2012-01-01,28143,159290,29589,10438,11621,36794,308855,12843
2012-01-01,21223,168992,30394,8851,1175,30035,269018,2302
2012-01-01,25027,26677212,47684,806949,337979,55799,38478158,421067
2012-01-01,37125,2053292,44527,90186,33704,39560,4015708,45784
2012-01-01,27111,1325617,40350,57221,23551,37714,2308875,34082
2012-01-01,27107,174326,45304,6605,2030,49172,299236,3393
2012-01-01,48301,1297,27953,86,43,18987,2404,75
2012-01-01,18095,2402698,31844,130190,41758,39760,4145720,52440
2012-01-01,21069,234890,28865,14532,3377,28032,419462,6170
2012-01-01,13141,91240,22830,9080,1746,28652,207300,2681
2012-01-01,16037,95335,39493,4326,1807,37693,170845,2887
2012-01-01,17047,147805,35295,6721,2643,39875,237221,3886
2012-01-01,17109,669749,33745,32550,14203,45412,1098404,17394
2012-01-01,42067,505632,33374,24611,6529,35931,821365,10170
2012-01-01,18135,490432,32700,25856,7420,39632,845488,10289
2012-01-01,54029,641936,35708,30448,11616,41400,1087245,13923
2012-01-01,30029,1908850,38330,91595,39915,36355,3510879,58236
2012-01-01,46073,54466,45610,2055,1649,37869,93728,2217
2012-01-01,19195,205376,41888,7496,2528,43407,313992,3970
2012-01-01,38089,1576261,75528,26902,20951,67037,2031858,26685
2012-01-01,55119,461708,34747,20369,8630,40985,707755,11930
2012-01-01,27095,514799,34442,25630,10108,32571,882755,14060
2012-01-01,48427,795865,22963,62019,15910,30865,1424113,22702
2012-01-01,40007,206609,51376,5584,1943,51668,286884,3728
2012-01-01,17015,329257,38152,15119,4470,38645,576825,6831
2012-01-01,46045,123523,50097,4011,1373,46229,200938,2412
2012-01-01,31149,48431,51682,1426,565,56859,73698,874
2012-01-01,12001,5612087,36710,251513,128414,45687,9233122,155120
2012-01-01,31041,305184,43249,10847,4271,42508,469119,7377
2012-01-01,40149,249451,34333,11647,2555,33986,399878,5007
2012-01-01,17181,350525,35561,17613,4852,37353,626343,7131
2012-01-01,26153,124704,31746,8348,2900,39838,265012,3595
2012-01-01,20107,172828,31719,9485,2145,31739,300855,3985
2012-01-01,38009,312611,70447,6605,3104,60506,465300,5019
2012-01-01,36043,1334905,35271,64222,17398,39424,2265179,23315
2012-01-01,31185,427445,49336,13836,8532,47678,682607,10697
2012-01-01,18111,320310,35451,14042,3887,41380,497798,5255
2012-01-01,12129,596519,30012,30852,5242,33644,925943,8635
2012-01-01,28085,718700,33572,34848,12168,37594,1169931,16267
2012-01-01,51007,288464,36112,12747,2613,38365,460323,4255
2012-01-01,48381,3714213,42103,124973,31116,38718,5261676,51430
2012-01-01,01111,307687,27679,22534,4896,29171,623708,7513
2012-01-01,48259,1637906,70625,35586,12630,41077,2513246,23882
2012-01-01,41037,117395,31784,7786,2448,36632,247471,3681
2012-01-01,01101,4856119,37462,228861,140858,47073,8573654,168950
2012-01-01,28011,595820,32568,33997,13111,39444,1107207,16562
2012-01-01,45019,11508952,49603,364628,245183,54528,18086774,301561
2012-01-01,13145,841739,39606,32575,4603,28299,1290154,7919
2012-01-01,05003,381353,31574,21516,8095,43742,679346,10190
2012-01-01,16053,514392,32623,22597,8439,50808,737190,10949
2012-01-01,48001,1047169,29553,58065,19572,42440,1716013,26655
2012-01-01,39097,1009470,34875,42993,15568,43649,1499372,21148
2012-01-01,56007,457141,47130,15708,7423,47421,740312,9783
2012-01-01,13093,187276,23173,14414,3311,36695,334021,4777
2012-01-01,30005,92686,27977,6680,1670,37151,186887,2647
2012-01-01,51918,1531542,36656,77594,33397,39664,2844274,40585
2012-01-01,55025,16815356,49245,502891,327863,52427,24765076,394845
2012-01-01,54039,4820723,42225,192234,114383,52640,8116999,132189
2012-01-01,18171,233935,40867,8391,2090,50950,342916,3059
2012-01-01,37133,5468826,42912,190669,99165,56126,8181946,113433
2012-01-01,27081,155979,44940,5755,1958,39401,258627,3415
2012-01-01,18013,358432,39005,15048,3163,28342,586944,5578
2012-01-01,21193,498831,34071,28295,13728,46228,964032,15576
2012-01-01,30087,223853,37341,9357,4737,47479,349398,5935
2012-01-01,51139,431183,32335,23842,6005,33521,770935,8659
2012-01-01,48419,529265,34426,26075,9206,39352,897669,12925
2012-01-01,13181,127620,31059,7762,1455,30711,241079,2235
2012-01-01,45025,647622,25569,46079,14253,37931,1178179,18121
2012-01-01,42099,1086874,36536,45811,8565,32729,1673730,14335
2012-01-01,18007,202340,36958,8820,2619,41105,325973,3908
2012-01-01,13229,308805,29384,18904,4198,30751,555468,6170
2012-01-01,21157,631915,34897,31262,11143,46359,1090942,15037
2012-01-01,27047,744896,39688,31023,12873,44022,1231251,16604
2012-01-01,45061,257424,26298,18619,3818,39912,489634,5230
2012-01-01,19177,148221,34444,7448,2145,36743,256540,3844
2012-01-01,08107,838560,60579,23285,14124,45302,1410590,21211
2012-01-01,24013,6218941,51859,167032,59628,43991,8662080,78792
2012-01-01,32029,87758,37039,3839,3480,54128,142192,3750
2012-01-01,12051,641396,27322,37887,13823,40210,1035139,17411
2012-01-01,19127,919665,37396,41037,19039,45637,1534630,23094
2012-01-01,38065,66022,50602,1849,745,67741,93563,1175
2012-01-01,42069,4944544,40031,214195,103503,44411,8574385,122660
2012-01-01,17019,5505330,40063,204626,103416,53632,8198013,123781
2012-01-01,38011,149873,68011,3210,1869,54450,218316,2742
2012-01-01,26033,619161,29651,38981,13847,40539,1155843,17355
2012-01-01,21165,78833,25695,6333,1066,26166,162727,1749
2012-01-01,46049,87640,56367,2355,746,67534,132745,1317
2012-01-01,42029,24347605,67712,506106,257443,68195,34269260,330160
2012-01-01,53035,6633120,44727,254323,96615,54437,11375132,121380
2012-01-01,27021,472441,38821,28406,10316,29090,1102739,14652
2012-01-01,41065,523734,36115,25375,10826,43123,916430,13816
2012-01-01,08055,83653,33431,6565,1886,23909,219473,3222
2012-01-01,47095,71813,22668,7721,1698,35828,175020,2351
2012-01-01,51169,338273,29053,22955,5230,28652,666915,7960
2012-01-01,20075,107156,52398,2651,1155,59582,138906,1856
2012-01-01,40051,1253495,35909,53036,13728,40016,1904466,20406
2012-01-01,17145,442540,33026,21844,5340,52543,721411,7432
2012-01-01,51137,851666,41730,34276,9135,36101,1430354,13455
2012-01-01,01083,2085638,36243,87313,23524,43185,3164477,33395
2012-01-01,28101,352264,30338,21500,6511,33683,652277,8538
2012-01-01,01051,1808660,35847,80216,19995,33005,2875516,28926
2012-01-01,20201,145921,41962,5726,2247,35811,240273,3607
2012-01-01,51127,890538,60520,19147,4024,33205,1158775,6748
2012-01-01,48377,149371,32923,7633,2289,47767,251303,3358
2012-01-01,12069,5436418,34248,303738,86647,35497,10402496,119059
2012-01-01,49053,2040966,27991,144146,51417,30159,4034723,74752
2012-01-01,40029,90887,29002,5882,1326,28681,170589,2540
2012-01-01,48275,69408,33980,3729,1308,38433,126711,2023
2012-01-01,33017,3558887,40982,124753,50102,51274,5112649,63826
2012-01-01,47061,184855,27421,13591,2504,30965,372679,4539
2012-01-01,42003,39560165,49946,1230881,737481,59865,61477665,868982
2012-01-01,48375,3154388,38643,122759,80664,53088,4743715,97319
2012-01-01,29227,39498,33658,2079,499,27461,69976,1110
2012-01-01,48313,190352,27498,13742,4192,32075,377880,6456
2012-01-01,12105,10470754,31789,615486,205760,43049,19565614,261791
2012-01-01,48163,298816,27200,17929,6883,49047,487664,8755
2012-01-01,56011,194140,44442,7141,2624,34313,317363,4484
2012-01-01,20009,818322,47474,27526,13781,44472,1306770,20005
2012-01-01,29205,130593,36087,6217,2062,29171,224350,3673
2012-01-01,12061,3068838,60863,140485,49747,40001,8550399,70303
2012-01-01,45007,3702226,32529,188822,62276,39881,6142134,79317
2012-01-01,13235,157396,26093,11702,3244,33062,305344,4539
2012-01-01,39049,36265961,44434,1199071,730009,57233,53280091,877724
2012-01-01,21239,689588,43281,25114,10070,38005,1086961,13943
2012-01-01,19189,265244,42016,10601,4683,40960,445411,6750
2012-01-01,01013,324326,30099,20687,7027,34091,622648,9192
2012-01-01,50017,723251,39819,28917,8484,36744,1151452,13721
2012-01-01,49013,502585,38130,19004,9406,46147,724617,12947
2012-01-01,32019,887659,29705,50969,11599,36179,1514027,16450
2012-01-01,13069,615287,26021,43135,15713,35729,1122425,20045
2012-01-01,51103,202974,48198,11124,5044,34804,536160,7002
2012-01-01,18123,350558,30864,19370,6486,40613,597839,8445
2012-01-01,05057,342475,27625,22344,9290,40015,617250,11371
2012-01-01,29207,584033,34439,29814,11126,37183,1026769,15642
2012-01-01,20207,70064,36782,3275,787,30952,120462,1659
2012-01-01,21233,294087,34347,13467,3760,53326,462549,5259
2012-01-01,18073,864767,38185,33494,12203,44935,1278964,15736
2012-01-01,29131,409505,29492,24586,6469,34729,725090,9503
2012-01-01,19063,259309,41002,9943,4438,43552,407684,6082
2012-01-01,13241,202490,31139,16308,4980,28956,507811,7335
2012-01-01,45021,898052,27947,55822,19377,41437,1560052,23113
2012-01-01,21015,3636673,40177,123074,78853,48580,4944700,91087
2012-01-01,10003,17403825,47977,544861,290108,64314,26141060,350310
2012-01-01,47185,408944,29069,26019,7229,36371,756354,10733
2012-01-01,39155,4174636,34661,207188,74604,45553,7181442,94978
2012-01-01,02220,377628,61775,9019,4659,61218,557147,6555
2012-01-01,02068,87932,71811,1908,1964,56092,137015,2286
2012-01-01,51650,3087448,37777,137083,66628,54617,5178607,76460
2012-01-01,54059,464773,34110,26189,9087,57176,893299,10344
2012-01-01,21135,190858,25422,13773,2254,28029,350139,4004
2012-01-01,55111,1626827,40086,62385,38370,41259,2500739,47638
2012-01-01,17043,38680272,58202,928823,607782,64534,54059654,735739
2012-01-01,38105,2154394,100961,26732,35256,83960,2698893,40446
2012-01-01,36099,716079,33118,35338,12054,48861,1170337,15313
2012-01-01,17023,348354,35387,16258,4722,37557,575317,7404
2012-01-01,17025,271954,35089,13715,5220,38505,481241,7701
2012-01-01,49005,2357645,31201,115897,51889,37287,3616074,68355
2012-01-01,31063,85826,45388,2719,935,50170,123409,1631
2012-01-01,48111,291311,52582,7065,3645,59756,371492,5529
2012-01-01,12021,7784184,71913,332277,127165,43256,23895153,183066
2012-01-01,22095,1139411,37143,44725,15739,56805,1661208,21020
2012-01-01,48311,14280,56334,731,603,31235,41180,1056
2012-01-01,28079,327400,25173,23193,5718,32797,583838,8030
2012-01-01,12029,148830,22870,16154,2605,32127,369449,3809
2012-01-01,40041,583522,28119,41636,9505,31682,1170756,15163
2012-01-01,31007,27158,56101,684,222,57098,38373,451
2012-01-01,45013,3570858,45062,167409,72638,40934,7543794,96369
2012-01-01,51083,555461,30704,35719,12909,36684,1096732,16241
2012-01-01,26141,189001,31273,13079,3372,32073,409016,5040
2012-01-01,28049,5341719,36905,247980,135708,49541,9151767,169210
2012-01-01,48477,897085,46369,33928,15934,39671,1573192,23390
2012-01-01,47119,1909543,35694,81991,29800,42436,2926609,42496
2012-01-01,28009,116021,25078,8643,1164,28483,216749,2208
2012-01-01,48041,4281521,32493,200261,93285,42191,6507125,115854
2012-01-01,51800,2543018,45688,85258,28666,48400,3895254,37098
2012-01-01,29119,315825,23584,22978,7194,31729,541914,9964
2012-01-01,48013,1009917,34064,46430,12995,42990,1581612,19574
2012-01-01,13173,136396,22927,10461,1536,31675,239843,2206
2012-01-01,29145,1226948,34082,58635,20910,41290,1998426,27462
2012-01-01,19137,222287,38157,10539,4281,40304,402140,6109
2012-01-01,48101,21421,43265,1485,426,23952,64249,828
2012-01-01,48127,246292,37872,10476,5640,61206,396742,6806
2012-01-01,12009,11583970,38091,546978,202460,48455,20834899,258429
2012-01-01,51181,151326,35795,6838,2384,79531,244766,2937
2012-01-01,27167,253811,57386,6590,2375,65174,378171,3596
2012-01-01,56025,3243066,60331,78562,43208,65647,4739759,55493
2012-01-01,29059,235373,27438,16694,2737,25019,458054,5494
2012-01-01,13157,1285834,32097,60840,20724,40190,1952758,25971
2012-01-01,45055,1304780,34180,62290,17445,39696,2129066,23817
2012-01-01,26161,11341813,47798,352262,200341,54529,16837310,246785
2012-01-01,13207,622574,36443,26385,7687,38936,961559,10331
2012-01-01,13233,607661,26898,41086,11750,33958,1105115,16055
2012-01-01,05033,1080706,28986,61923,20536,36203,1794900,26338
2012-01-01,05117,151362,31173,8481,1777,38122,264379,2776
2012-01-01,54099,684626,27820,41873,9903,46910,1164918,12375
2012-01-01,18017,731078,32887,38769,15247,39790,1274998,18549
2012-01-01,23023,893990,42288,35115,15716,48740,1484946,20864
2012-01-01,37143,263368,36098,13588,2215,34880,490493,3737
2012-01-01,13209,133126,26186,8887,1634,29607,232714,2530
2012-01-01,13001,300859,27866,18388,7000,46078,512395,8960
2012-01-01,21167,405397,31934,21335,6432,40092,681311,9649
2012-01-01,08059,18337157,49316,546764,224836,49128,26964430,313333
2012-01-01,37033,366375,29232,23045,3409,33890,673655,5312
2012-01-01,36005,23582991,30532,1411715,296305,49682,43102517,424446
2012-01-01,39001,421704,28091,28309,6025,32409,795223,10609
2012-01-01,08029,511903,31475,30466,8965,31497,958930,14913
2012-01-01,21155,321923,28168,19920,7850,35443,561100,10555
2012-01-01,38027,87633,55431,2350,862,51807,130264,1490
2012-01-01,21217,391174,29211,25071,11503,32189,732340,14699
2012-01-01,26159,1528053,33899,75300,21551,40953,2552562,30499
2012-01-01,26019,269080,33339,17330,4218,28587,577758,6871
2012-01-01,20171,187554,56091,4856,2101,63717,272379,3095
2012-01-01,06059,116505337,55348,3080419,1497924,64563,170496109,1970646
2012-01-01,38045,195520,70092,4085,1622,70311,286325,2824
2012-01-01,46095,30493,27495,2050,461,27056,56364,840
2012-01-01,22059,263201,30408,14861,4994,40437,451899,6368
2012-01-01,17057,725863,33312,36585,8999,37267,1218703,12490
2012-01-01,17111,10273184,45622,308180,100554,44317,14059804,135661
2012-01-01,38101,2669126,56744,64850,42455,57620,3679861,50930
2012-01-01,40067,118582,32593,6342,1323,36295,206704,2410
2012-01-01,40083,1080700,37596,43052,7980,32800,1618596,13865
2012-01-01,17153,90247,31459,5957,2150,45505,187404,2863
2012-01-01,36029,25009072,42805,919877,475454,53085,39375234,556926
2012-01-01,31087,70236,40913,2877,882,42882,117707,1579
2012-01-01,51047,1299269,40119,47845,16030,42084,1919495,22484
2012-01-01,48421,162074,63200,3037,973,91047,191939,1610
2012-01-01,22087,754926,28723,41485,11996,47716,1191584,16370
2012-01-01,40119,1623302,33056,78724,36432,40316,2602270,47181
2012-01-01,17115,2894433,41668,110130,54454,54144,4588870,64625
2012-01-01,17055,747595,33392,39862,9858,39114,1331070,14060
2012-01-01,30051,43798,36191,2393,701,41190,86606,1141
2012-01-01,38003,375412,53507,11004,5480,49618,588786,7936
2012-01-01,47141,1517867,34940,73492,34109,42931,2567803,44243
2012-01-01,55109,2714357,43875,85037,32678,40415,3730999,43565
2012-01-01,28019,122150,27144,8426,2241,34725,228713,3210
2012-01-01,28139,343657,28707,21909,6597,32600,628947,9338
2012-01-01,48237,231452,40560,8995,3189,41541,364833,5798
2012-01-01,49043,1999254,91933,37862,23884,36944,3480786,35903
2012-01-01,42017,25546755,58572,625361,267119,51581,36628884,350370
2012-01-01,08053,11505,40839,802,283,20193,32753,610
2012-01-01,06109,996113,37593,54218,17090,43705,2038193,24255
2012-01-01,13131,439993,29114,25266,6206,37696,735599,8768
2012-01-01,37009,427116,31223,26927,7906,32665,840747,12465
2012-01-01,42011,10831953,41624,413515,175211,50263,17212314,215262
2012-01-01,22123,181065,29193,11499,2521,34827,335688,4064
2012-01-01,48363,561695,34770,27859,8939,37892,968651,13785
2012-01-01,05047,283237,28630,17952,4890,34196,513960,6984
2012-01-01,28083,494471,32885,30800,15476,40264,1012858,18336
2012-01-01,54079,1568037,40450,56449,21627,51090,2283390,26706
2012-01-01,18173,1931776,46236,60347,16282,45104,2790196,23191
2012-01-01,13169,573592,31639,28619,4305,32335,905483,6354
2012-01-01,18155,175566,26653,10441,2473,32331,278283,3546
2012-01-01,48349,872684,33421,48177,17328,33534,1610127,24744
2012-01-01,37165,501516,28965,36090,12299,38574,1045333,15052
2012-01-01,29035,85849,28441,6270,1477,28197,178323,2430
2012-01-01,30007,104068,32473,5758,1383,29109,186978,2341
2012-01-01,55089,4021295,69994,87108,41744,48537,6097013,54554
2012-01-01,18169,646273,36195,32385,12801,39711,1172184,16458
2012-01-01,27011,152978,51318,5133,1973,48520,263416,2967
2012-01-01,21127,236410,28295,15898,3662,36450,449827,4945
2012-01-01,53005,5056722,41472,182391,83066,57856,7564035,99752
2012-01-01,37191,2487859,33967,124574,50298,45438,4231418,59949
2012-01-01,05067,314388,31270,17682,5814,47991,552909,7476
2012-01-01,39007,1828652,32025,100236,32329,38356,3210049,42764
2012-01-01,26043,577578,38950,26170,14395,47499,1019323,16771
2012-01-01,26133,378443,29174,23320,6038,43244,680327,9280
2012-01-01,21111,20116847,43406,751865,451378,53523,32635320,534064
2012-01-01,26055,2154242,39778,89196,47145,42882,3548042,64575
2012-01-01,93000,1258334588,41908,46586913,21158004,52612,1952368557,26416804
2012-01-01,54103,224565,29411,16345,5121,35340,480716,6376
2012-01-01,27007,812437,33462,45140,19204,38069,1510492,24644
2012-01-01,17005,323666,31048,17534,4873,40126,544390,7134
2012-01-01,46019,185488,31133,10215,3012,30667,318021,5148
2012-01-01,46091,152910,48974,4690,1739,56453,229690,2770
2012-01-01,46137,28016,18777,2879,373,42244,54059,675
2012-01-01,13301,77746,27886,5546,1409,34594,154656,1988
2012-01-01,37181,687917,30237,45104,15701,37944,1363821,19494
2012-01-01,48211,196663,75172,4092,2535,69556,307604,3801
2012-01-01,01117,6495132,46017,200964,83714,47296,9247713,108992
2012-01-01,20137,142827,39823,5586,2838,42168,222450,3984
2012-01-01,22111,430167,32748,22521,5247,31052,737512,8042
2012-01-01,17125,319751,37526,14320,3530,44744,537367,5229
2012-01-01,01095,1652745,31035,94268,36112,34074,2925574,48468
2012-01-01,28031,309336,28889,19443,5573,33081,561688,7927
2012-01-01,12055,1243614,29913,98222,29334,35085,2938159,38022
2012-01-01,47149,6979143,34842,274142,112195,49547,9551542,142366
2012-01-01,34033,1702165,41674,65410,22448,60384,2725919,28083
2012-01-01,36097,398593,35486,18484,5171,41189,655915,7244
2012-01-01,28000,58635908,33309,2983767,1174648,41062,99386424,1519719
2012-01-01,28075,1557941,34030,80244,37597,42719,2730666,45260
2012-01-01,01121,1335587,29382,82078,29311,44333,2411630,35086
2012-01-01,48327,28907,29833,2204,518,21177,65752,1237
2012-01-01,29009,522830,28597,35334,14645,36087,1010435,19684
2012-01-01,35015,1619117,50676,54416,26819,60486,2757590,32978
2012-01-01,48289,289967,34360,16747,5746,34216,575420,10023
2012-01-01,17009,121129,28026,6888,3524,47446,193045,4372
2012-01-01,12011,45895041,41983,1814489,759338,46720,76178577,1031392
2012-01-01,48183,3675648,45945,123098,80778,50618,5655696,102220
2012-01-01,19037,351924,45401,12285,4995,43613,557757,7662
2012-01-01,28027,338225,29789,25617,9087,34217,763094,11780
2012-01-01,01025,412337,30162,25154,8792,36339,758699,11982
2012-01-01,48225,360628,30945,23209,6900,34641,718191,10777
2012-01-01,19035,381331,48043,11951,5824,51357,574162,7936
2012-01-01,13147,423903,30133,25516,6647,40838,768871,9224
2012-01-01,37137,239582,36807,13019,3383,32835,479194,4928
2012-01-01,18051,801725,36758,33527,19115,53626,1232387,22236
2012-01-01,48037,1945527,35741,93129,44506,43910,3328543,54558
2012-01-01,13009,644849,27218,46511,16666,35503,1265935,21184
2012-01-01,13121,42634318,64730,973236,793400,74829,62997995,969732
2012-01-01,21187,190048,30219,10754,1873,27741,324972,3694
2012-01-01,47155,1812902,32216,92219,42077,33983,2970943,55373
2012-01-01,25009,28025042,55366,757350,323573,58008,41931133,418044
2012-01-01,25023,18206536,53331,499501,187848,51516,26639069,247861
2012-01-01,21101,1003262,34347,46441,20344,43532,1595119,24713
2012-01-01,19157,489049,41111,18726,10545,44680,769839,13484
2012-01-01,16055,2906085,35518,142078,54120,35828,5046300,75139
2012-01-01,45039,400480,30311,23407,7982,52298,709478,10227
2012-01-01,21065,206080,27354,14506,2654,31071,396797,4100
2012-01-01,08043,674329,27667,47060,13765,38786,1302009,19212
2012-01-01,27063,352419,51316,10308,5822,51374,528967,7813
2012-01-01,23021,284454,33146,17263,5809,37579,572201,7959
2012-01-01,55127,2547663,39083,102883,42093,41839,4021020,53929
2012-01-01,21077,144689,26260,8544,2560,43947,224366,3141
2012-01-01,26063,696359,40032,32451,12954,43708,1299073,17757
2012-01-01,55039,2668536,40056,101785,47241,47897,4077064,57437
