Year,GeoFIPS,Net_earnings_by_place_of_residence,Percapita_personal_income,Population,Wage_and_salary_employment,Earnings_per_job_avg,Personal_income,Total_employment
2016-01-01,53063,12221195,42894,497143,235003,50715,21324305,291404
2016-01-01,40117,299337,32848,16488,3715,32112,541603,6500
2016-01-01,17037,2586882,38140,103984,42377,47322,3965995,52769
2016-01-01,06103,1224094,38608,63352,18643,48569,2445870,25126
2016-01-01,40149,200382,30953,11498,2185,29243,355895,4567
2016-01-01,48391,132068,38330,7269,2468,31555,278621,3616
2016-01-01,17179,3844634,44684,133887,58693,65483,5982586,70166
2016-01-01,19157,474908,42708,18543,10978,43322,791941,13860
2016-01-01,53027,1273289,37292,71572,23922,45089,2669080,29962
2016-01-01,27009,1069353,41238,39670,18176,43038,1635900,23377
2016-01-01,53077,5685136,40285,249691,110381,49276,10058786,130554
2016-01-01,06039,3453596,37209,154160,50527,58262,5736206,63749
2016-01-01,19057,1225011,49673,39588,23294,54571,1966449,27635
2016-01-01,38105,1550512,63594,34166,27309,74675,2172755,33100
2016-01-01,54103,195491,30349,15640,4888,36962,474658,5878
2016-01-01,25019,722067,115197,11124,7628,65978,1281449,12121
2016-01-01,06075,66525593,114697,872795,751444,113400,100106827,931256
2016-01-01,12131,1929065,55051,65410,26361,39449,3600854,40030
2016-01-01,37023,1563305,32359,89438,31289,41003,2894147,38808
2016-01-01,47103,786434,38803,33555,10859,37996,1302039,16082
2016-01-01,37139,826728,37108,39431,18206,42497,1463196,22336
2016-01-01,51125,355292,47313,14800,4217,34571,700226,6806
2016-01-01,51091,33107,42494,2209,590,24875,93869,1293
2016-01-01,47071,481241,36679,25740,8460,42869,944116,11764
2016-01-01,13045,2504496,35682,116123,42638,45110,4143481,55021
2016-01-01,28127,488844,33533,26991,7569,33779,905090,10614
2016-01-01,13155,126864,28698,9317,2234,26393,267375,3516
2016-01-01,31183,70773,107020,804,342,115138,86044,640
2016-01-01,13017,234846,29201,17216,6487,36269,502724,8303
2016-01-01,46127,907301,95207,15115,10083,65572,1439058,13258
2016-01-01,51169,327403,31597,21980,5079,29594,694494,7664
2016-01-01,13225,531754,35668,26775,9782,43724,955005,12725
2016-01-01,31015,54185,48707,1975,667,43965,96196,1242
2016-01-01,18133,829104,35151,37251,14349,39768,1309426,18336
2016-01-01,31051,171433,44382,5738,1880,41337,254664,3016
2016-01-01,28005,195085,30465,12426,2221,27815,378557,3967
2016-01-01,31055,21487883,57785,555358,365531,64594,32091294,431369
2016-01-01,28061,306590,33417,16581,4125,38064,554093,6001
2016-01-01,29057,134153,33056,7606,1859,31744,251423,3335
2016-01-01,29073,270808,36383,14751,5648,29360,536683,8587
2016-01-01,29113,1416576,37902,55191,12753,37895,2091851,19369
2016-01-01,18000,187831759,43741,6633344,3150829,53204,290147840,3847261
2016-01-01,18109,1884964,41107,69628,17591,40918,2862183,24710
2016-01-01,45033,396625,26281,30743,9401,35224,807968,11534
2016-01-01,29111,187114,32240,10077,2811,31415,324882,4432
2016-01-01,22049,261802,31762,15899,3903,39715,504988,5494
2016-01-01,29121,361662,40771,15151,5500,39436,617725,8658
2016-01-01,18091,2635118,39048,110254,43373,46045,4305194,53115
2016-01-01,01129,337682,34371,16610,3987,53567,570905,5879
2016-01-01,05133,300960,29445,16980,5546,38372,499968,7152
2016-01-01,47059,1254619,37665,68511,28129,39537,2580477,36260
2016-01-01,22047,753227,37808,32869,16787,69443,1242701,20235
2016-01-01,05111,349599,29462,24007,5973,34167,707295,8500
2016-01-01,05149,356713,30496,21501,7104,34244,655695,9479
2016-01-01,55127,2892971,45574,102686,45326,43987,4679815,57746
2016-01-01,05039,109922,31946,7402,3020,34938,236465,3568
2016-01-01,22099,1181195,35923,53838,13237,38013,1934042,20016
2016-01-01,39017,11051548,43317,378443,163364,55003,16393191,199295
2016-01-01,26055,2416827,45956,91963,52595,45273,4226265,70782
2016-01-01,55000,175031729,47550,5772958,2980261,52938,274504689,3657646
2016-01-01,48041,5151372,35607,220156,106565,44758,7839127,133371
2016-01-01,21125,1073464,31742,60089,27108,39218,1907349,33184
2016-01-01,47083,124173,30813,8100,1630,31830,249589,2628
2016-01-01,36021,1821418,51609,60882,22448,46410,3142057,32578
2016-01-01,19189,247066,40830,10597,4771,36862,432671,6639
2016-01-01,21085,447800,31634,26088,8226,33109,825269,12075
2016-01-01,55021,1754235,47124,56865,23727,45667,2679678,31794
2016-01-01,20073,121257,39716,6109,1898,26942,242627,3516
2016-01-01,21013,263456,27220,27231,8830,36446,741225,10529
2016-01-01,48393,16653,36938,910,263,17715,33614,568
2016-01-01,53031,525494,47338,30891,9278,38737,1462326,14623
2016-01-01,48157,31817670,54204,743303,187860,49372,40289786,300346
2016-01-01,39115,244237,30408,14742,2903,34627,448282,4656
2016-01-01,48363,532947,35982,28136,8954,35513,1012389,14164
2016-01-01,21019,924729,36034,48109,25444,51324,1733570,29207
2016-01-01,17051,387739,32745,21566,5462,34728,706187,8493
2016-01-01,48279,264640,34238,13205,4160,42450,452119,6109
2016-01-01,19037,450697,56206,12096,5026,58401,679863,7648
2016-01-01,19055,478505,45140,17280,7075,42810,780019,10637
2016-01-01,42055,4094939,42597,153753,62527,47028,6549467,79369
2016-01-01,17175,125493,40162,5509,1410,40001,221253,2270
2016-01-01,27079,808015,46203,27720,9861,40305,1280747,13899
2016-01-01,38000,25460263,52525,754353,450594,54003,39622200,576615
2016-01-01,19121,490136,45914,15824,4117,32715,726543,7156
2016-01-01,06107,10392503,38198,460023,168090,52494,17571834,205334
2016-01-01,12015,2623878,39292,177722,49714,38794,6983045,69737
2016-01-01,13173,143248,25133,10427,1617,31241,262063,2459
2016-01-01,13039,1029276,33737,52438,18855,53396,1769118,22626
2016-01-01,13019,272433,28453,18972,3977,31767,539801,5874
2016-01-01,13143,576021,33941,28824,6872,43410,978325,9723
2016-01-01,45007,4347205,37066,195673,69005,42615,7252897,88237
2016-01-01,31181,104486,47967,3567,1172,46937,171097,1957
2016-01-01,28031,320218,31064,19168,5769,34062,595428,8203
2016-01-01,01081,3600699,35690,159297,63380,39528,5685384,80739
2016-01-01,51942,19819046,51354,514601,171091,51782,26426685,236274
2016-01-01,16047,589342,53588,15166,6426,69227,812714,8513
2016-01-01,28131,290043,30429,18180,4505,32903,553206,6406
2016-01-01,31035,157246,43798,6137,2673,40905,268791,3855
2016-01-01,45029,618796,33068,37596,11714,34076,1243242,16667
2016-01-01,01107,322970,30412,20309,4137,36368,617642,6172
2016-01-01,51009,617615,34660,31889,9178,38658,1105282,12146
2016-01-01,31007,38736,70832,720,220,79526,50999,470
2016-01-01,01033,1087450,36289,54367,25919,47180,1972898,31677
2016-01-01,51141,272596,31917,17783,5387,31203,567576,7500
2016-01-01,31091,29404,63300,683,353,53976,43234,627
2016-01-01,28119,70066,26856,7368,1334,22970,197875,2367
2016-01-01,05129,81742,26630,7964,1761,21613,212083,3518
2016-01-01,22073,3454174,38535,156917,75964,43017,6046772,98850
2016-01-01,04001,964343,31417,71403,18530,39266,2243284,27881
2016-01-01,20051,816830,43265,28948,16750,36860,1252447,25736
2016-01-01,22077,550462,41105,22124,6122,37922,909413,9220
2016-01-01,22065,192099,31480,11484,3879,39777,361519,5038
2016-01-01,05075,255202,31810,16649,4598,35610,529612,6576
2016-01-01,20027,173459,39991,8101,3237,35426,323968,4845
2016-01-01,35049,4013753,54386,148888,65290,43729,8097452,94521
2016-01-01,26073,1252519,32907,71311,32035,41663,2346656,39360
2016-01-01,21201,34303,31443,2125,361,17743,66817,768
2016-01-01,48147,678857,35465,33919,7956,31870,1202949,14160
2016-01-01,53069,72259,40111,4167,794,32315,167144,1404
2016-01-01,48229,94191,32556,4246,1288,52885,138232,1886
2016-01-01,26163,40358311,40549,1760095,760377,62675,71370634,939902
2016-01-01,40129,86846,44243,3675,966,31350,162593,2464
2016-01-01,55101,5446064,45153,194913,78293,52849,8800886,94635
2016-01-01,24011,843289,42905,32836,9723,43608,1408827,14658
2016-01-01,24039,361452,29867,25837,7191,49913,771670,9658
2016-01-01,48329,9058958,75668,163862,89251,75628,12399064,137821
2016-01-01,06037,356880545,57127,10120540,4673111,66091,578154382,6357549
2016-01-01,32000,77621063,44967,2919772,1329000,50859,131294012,1723954
2016-01-01,48455,243565,33260,14552,2608,29526,484003,4593
2016-01-01,55007,327672,43593,14931,4345,30979,650882,7133
2016-01-01,17145,435408,34981,21391,5076,52177,748283,7172
2016-01-01,17199,1718370,41324,67480,29677,45375,2788535,37577
2016-01-01,19031,586894,49431,18410,5811,36914,910028,8931
2016-01-01,17083,517002,38665,21906,5473,36106,846993,7832
2016-01-01,06105,173559,37286,12830,2851,41953,478381,4729
2016-01-01,35033,91463,41616,4539,807,39424,188893,1775
2016-01-01,54053,422173,30371,26928,6063,42187,817822,8387
2016-01-01,54095,142609,32702,8953,2338,43753,292782,3271
2016-01-01,30089,142725,32567,11461,3033,31163,373253,5281
2016-01-01,27077,108249,49748,3790,1668,42827,188545,2396
2016-01-01,19063,221784,40404,9572,4147,38951,386746,5631
2016-01-01,51650,3151664,40790,135238,64384,55295,5516405,76370
2016-01-01,48427,829345,24574,64025,16743,31928,1573327,23986
2016-01-01,37141,1164683,34829,58807,12308,35392,2048170,19522
2016-01-01,51079,526006,41365,19335,4004,38410,799788,6292
2016-01-01,31029,114919,50409,3913,2016,43343,197251,3042
2016-01-01,47177,748102,32823,40443,15077,41660,1327468,19835
2016-01-01,37119,41854132,55276,1056665,712521,71433,58408587,875414
2016-01-01,13067,27578690,51457,748563,377571,56170,38518535,508214
2016-01-01,16039,506108,36063,26084,10348,53416,940669,12886
2016-01-01,01003,5267583,42907,207712,76486,36088,8912390,107819
2016-01-01,51135,225697,32901,15501,6179,41922,510001,7513
2016-01-01,01043,1808869,36649,82456,31217,40324,3021906,41553
2016-01-01,51145,1025519,52427,28444,7844,39539,1491226,11753
2016-01-01,28015,191872,34877,10182,1425,21531,355114,2905
2016-01-01,18013,391951,43843,15000,3299,30005,657648,5667
2016-01-01,18183,906886,41487,33493,12963,43941,1389515,16894
2016-01-01,51001,657315,39211,32850,14188,42219,1288081,17987
2016-01-01,37065,773389,32303,53277,18022,38566,1720997,21845
2016-01-01,47129,330913,27538,21718,2864,34555,598067,4814
2016-01-01,45017,283361,35244,14744,4954,43427,519638,6712
2016-01-01,16075,514575,37642,22901,6870,44172,862028,10231
2016-01-01,18049,450079,38255,20110,6682,41714,769308,9387
2016-01-01,01099,327809,31259,21545,6812,39668,673468,9197
2016-01-01,33017,4104219,46776,128175,53088,55034,5995506,67720
2016-01-01,20097,52556,38053,2510,1403,30002,95513,2257
2016-01-01,51923,264996,30127,16947,8229,41155,510556,9421
2016-01-01,05057,340433,29295,22036,8475,38021,645543,10572
2016-01-01,22079,3107235,43396,131878,62395,49991,5722916,76179
2016-01-01,51077,234673,30715,15868,2923,28079,487388,5007
2016-01-01,30051,38515,34833,2411,718,35784,83982,1165
2016-01-01,47087,167379,29190,11594,1602,29254,338425,3135
2016-01-01,21031,224662,32125,12683,3311,32489,407445,5119
2016-01-01,24027,17259932,73266,315619,181298,71127,23124072,230885
2016-01-01,21009,865296,34415,43794,18226,37722,1507163,25026
2016-01-01,20167,156631,40893,7004,2848,24857,286415,5946
2016-01-01,48093,262031,37271,13531,3972,30779,504320,7091
2016-01-01,39153,16247585,47046,541095,284242,53781,25456271,348110
2016-01-01,35007,215976,38735,12280,5113,35964,475671,6785
2016-01-01,48145,266628,31365,17311,3930,30091,542960,6607
2016-01-01,35051,134023,37341,11113,3524,35061,414976,4985
2016-01-01,50027,1607098,53480,55331,25474,44553,2959112,36108
2016-01-01,53043,229355,43984,10340,3032,43185,454797,4946
2016-01-01,48285,491762,46258,19875,6434,31901,919382,12056
2016-01-01,42001,2884989,45343,101812,36565,44325,4616447,48511
2016-01-01,48503,460941,45297,18105,7329,36891,820109,13617
2016-01-01,48213,1569594,36736,80129,18166,33176,2943612,30764
2016-01-01,21011,190701,29412,12245,2226,27197,360147,3778
2016-01-01,55071,2183765,44631,79365,35504,51908,3542173,43981
2016-01-01,36051,1583392,39165,63942,20837,46442,2504284,27488
2016-01-01,17129,327496,41932,12399,2024,32886,519914,3610
2016-01-01,30093,909998,44818,34714,16705,49564,1555795,21274
2016-01-01,17061,251690,34138,13119,2667,36713,447856,4361
2016-01-01,08083,521450,39596,25999,9588,34065,1029465,14773
2016-01-01,27131,1680273,40329,65825,26678,44365,2654681,34848
2016-01-01,17095,1031542,37642,50938,21371,45698,1917415,25986
2016-01-01,16013,765818,98311,21987,13281,42115,2161559,20952
2016-01-01,48123,444058,48365,20626,8041,39672,997568,12353
2016-01-01,48403,121342,33433,10382,2367,36343,347102,3543
2016-01-01,17099,2823437,41221,110203,44805,50306,4542660,55480
2016-01-01,25015,5179029,49395,161510,71904,48735,7977826,97587
2016-01-01,19145,303013,38741,15349,6322,40904,594637,8168
2016-01-01,35029,338919,30154,24379,8135,43788,735130,9850
2016-01-01,42085,2423555,38996,112604,50439,45916,4391123,62231
2016-01-01,42039,1855121,37374,86306,32861,44027,3225588,43642
2016-01-01,06029,21255927,37920,882361,332449,58826,33459535,406695
2016-01-01,37019,2384139,40295,126302,33284,38883,5089309,50190
2016-01-01,12049,425523,26913,27229,8249,41650,732803,10671
2016-01-01,51901,5518284,65680,153644,101807,58596,10091356,128768
2016-01-01,51157,233666,59184,7352,1799,38248,435119,3765
2016-01-01,47021,1123553,40779,39735,8789,44128,1620348,14663
2016-01-01,13125,58060,33238,2979,472,28860,99015,817
2016-01-01,16071,84204,33714,4303,1284,24505,145073,2308
2016-01-01,13287,123141,31706,7941,2358,29740,251779,3596
2016-01-01,45003,3896905,39387,167103,63589,50203,6581758,80846
2016-01-01,13089,22804993,45522,747482,324231,53349,34026710,447355
2016-01-01,13217,2158837,31601,106600,25498,35887,3368680,40467
2016-01-01,31071,62251,51933,1994,926,48110,103554,1503
2016-01-01,01117,7429630,50650,211430,94166,52855,10708944,122977
2016-01-01,45000,119497005,40404,4958235,2133751,48589,200333267,2699902
2016-01-01,45057,2547715,43592,89957,26134,62542,3921368,34571
2016-01-01,45085,2097121,35764,107125,44854,47690,3831257,54529
2016-01-01,13007,62142,36061,3186,675,45037,114891,1078
2016-01-01,28045,815515,33577,46646,15024,48859,1566228,20113
2016-01-01,31087,52393,37562,2831,875,34643,106339,1533
2016-01-01,13245,3760581,35032,201801,126202,55777,7069409,144657
2016-01-01,31145,256431,43243,10770,5619,40646,465732,7620
2016-01-01,05061,243741,32696,13366,7397,39200,437014,8896
2016-01-01,38087,23831,53031,779,191,51733,41311,501
2016-01-01,29013,326804,35799,16355,4170,32092,585493,7024
2016-01-01,29005,140420,45285,5279,1788,43608,239058,2851
2016-01-01,48111,277640,50879,7293,3992,57902,371062,5480
2016-01-01,26139,8425447,45095,283907,128891,50768,12802838,162540
2016-01-01,16033,22604,37375,871,425,41227,32554,598
2016-01-01,05025,175468,36239,8249,1094,38290,298932,1832
2016-01-01,39109,2952883,43525,104587,42687,45053,4552114,54586
2016-01-01,38091,75155,65981,1912,729,61594,126156,1270
2016-01-01,16025,19658,36507,1083,422,41643,39537,733
2016-01-01,19167,1103521,48125,34965,21249,48395,1682701,27450
2016-01-01,26057,798490,34828,40943,13636,43850,1425953,17715
2016-01-01,26111,2357323,47499,83384,38502,55702,3960617,47547
2016-01-01,26025,2881368,37994,134370,60355,56455,5105289,71224
2016-01-01,20037,725893,34328,39078,18785,38406,1341477,23026
2016-01-01,24037,4097709,53482,111689,48311,72484,5973342,60438
2016-01-01,48275,65108,35657,3733,1195,35548,133109,1960
2016-01-01,48487,258165,38656,12904,6215,39469,498819,8098
2016-01-01,48001,1115898,32898,57550,21898,42917,1893275,28655
2016-01-01,08045,1605449,53374,58847,26862,46510,3140881,38801
2016-01-01,48177,425583,37962,20817,7634,41914,790264,11568
2016-01-01,26053,241690,37815,15342,5627,40837,580155,7168
2016-01-01,38031,141908,63074,3312,1784,65149,208902,2606
2016-01-01,26009,433465,43131,23075,5612,31597,995258,9367
2016-01-01,36077,1423118,40099,60119,24962,45546,2410683,33193
2016-01-01,08113,333160,75263,8023,5489,44435,603838,8916
2016-01-01,36035,1209589,39970,53604,17816,47172,2142563,22194
2016-01-01,20031,302374,53049,8333,4171,62111,442061,6343
2016-01-01,17147,551219,49466,16526,3670,38851,817474,5850
2016-01-01,17103,800314,38851,34482,12868,46323,1339647,16806
2016-01-01,36089,2147296,34566,109411,37253,49066,3781948,46813
2016-01-01,30067,340388,45019,16125,6130,32168,725924,10208
2016-01-01,42119,1075129,36966,45514,19031,51315,1682482,23810
2016-01-01,48199,1619325,43228,56260,13818,38197,2431993,20287
2016-01-01,17119,7267968,43183,265733,105072,49312,11475044,129846
2016-01-01,17183,1642868,36383,78494,29358,49954,2855867,36603
2016-01-01,53065,792529,36802,44131,11356,38526,1624090,16794
2016-01-01,54023,213733,35376,11620,3862,42703,411072,5449
2016-01-01,48301,2411,44530,117,50,29348,5210,92
2016-01-01,19127,936697,41374,40129,18619,48589,1660286,22579
2016-01-01,06099,13641610,41417,539542,193834,55206,22346161,242515
2016-01-01,37059,1101876,44022,41933,13158,36028,1845989,18491
2016-01-01,37077,1306626,35773,58699,21915,49181,2099824,27522
2016-01-01,47015,277083,34023,13897,2422,29753,472823,4602
2016-01-01,13049,169909,23420,12838,2341,38705,300665,3056
2016-01-01,51171,1059757,41819,42885,15080,38908,1793399,20720
2016-01-01,13091,315698,28389,20839,5520,32665,591608,7815
2016-01-01,46043,102908,55236,2911,1289,49848,160791,2159
2016-01-01,31057,51837,56297,1810,698,43998,101897,1237
2016-01-01,46103,2916506,48068,108945,62777,46941,5236740,78150
2016-01-01,28041,220966,27960,13559,2228,28625,379115,3485
2016-01-01,28047,4004781,35877,202531,98278,44673,7266230,121478
2016-01-01,37159,2813000,35489,139495,50686,45724,4950472,65255
2016-01-01,45001,424009,31893,24633,6132,39093,785628,8720
2016-01-01,51810,15237542,53616,451136,204853,49460,24188253,259738
2016-01-01,18147,542405,40431,20491,7351,43685,828473,9800
2016-01-01,05007,7723191,82031,259234,125737,56336,21265196,155007
2016-01-01,51159,159823,34973,8759,3162,39934,306329,4129
2016-01-01,31123,157646,49482,4865,1733,56906,240732,2732
2016-01-01,51949,519856,38201,26205,8846,35047,1001049,11312
2016-01-01,20075,112166,56623,2629,1080,63437,148861,1785
2016-01-01,08073,59770,25263,5549,2368,31097,140184,3508
2016-01-01,22051,12752348,47629,436749,209183,51542,20801762,279956
2016-01-01,47115,604422,35950,28351,8080,39696,1019228,11093
2016-01-01,40139,639132,41096,21121,9709,51690,867987,12792
2016-01-01,08027,70556,40092,4593,941,28971,184143,2291
2016-01-01,20061,1002412,44189,35136,30745,66046,1552633,33232
2016-01-01,21021,582858,35612,29933,15050,42149,1065967,18746
2016-01-01,38053,454532,54586,12566,9604,74220,685931,11741
2016-01-01,26045,2713482,39751,109165,44120,48927,4339376,55688
2016-01-01,19151,224084,51400,6849,3133,55146,352042,4614
2016-01-01,21059,2249197,39342,100043,48832,43859,3935917,59205
2016-01-01,21221,276158,35511,14304,3251,33114,507953,4960
2016-01-01,39103,6553243,51785,176901,64067,46563,9160855,87076
2016-01-01,21081,509235,33283,24915,5420,36208,829240,8188
